area,item,year,avg_rain_mm,pesticides_tonnes,avg_temp,area_code,hg/ha_yield,item_code
albania,soybeans,2000,1485.0,565.82,16.67,3,15000.0,236
albania,wheat,2000,1485.0,565.82,16.67,3,30455.0,15
albania,maize,2001,1485.0,628.79,16.59,3,38135.0,56
albania,potatoes,2001,1485.0,628.79,16.59,3,148818.0,116
albania,soybeans,2001,1485.0,628.79,16.59,3,20000.0,236
albania,wheat,2001,1485.0,628.79,16.59,3,28220.0,15
albania,maize,2002,1485.0,691.75,16.47,3,39460.0,56
albania,potatoes,2002,1485.0,691.75,16.47,3,153868.0,116
albania,soybeans,2002,1485.0,691.75,16.47,3,20000.0,236
albania,wheat,2002,1485.0,691.75,16.47,3,31617.0,15
albania,maize,2004,1485.0,817.68,16.16,3,46197.0,56
albania,potatoes,2004,1485.0,817.68,16.16,3,149346.0,116
albania,soybeans,2004,1485.0,817.68,16.16,3,13333.0,236
albania,wheat,2004,1485.0,817.68,16.16,3,31130.0,15
albania,maize,2005,1485.0,880.64,15.67,3,45442.0,56
albania,potatoes,2005,1485.0,880.64,15.67,3,167061.0,116
albania,soybeans,2005,1485.0,880.64,15.67,3,17500.0,236
albania,wheat,2005,1485.0,880.64,15.67,3,31582.0,15
albania,maize,2006,1485.0,943.61,15.92,3,50111.0,56
albania,potatoes,2006,1485.0,943.61,15.92,3,170745.0,116
albania,soybeans,2006,1485.0,943.61,15.92,3,20000.0,236
albania,wheat,2006,1485.0,943.61,15.92,3,30787.0,15
albania,maize,2007,1485.0,1006.57,16.67,3,46732.0,56
albania,potatoes,2007,1485.0,1006.57,16.67,3,188902.0,116
albania,soybeans,2007,1485.0,1006.57,16.67,3,20000.0,236
albania,wheat,2007,1485.0,1006.57,16.67,3,35496.0,15
albania,maize,2008,1485.0,1069.54,16.71,3,50000.0,56
albania,potatoes,2008,1485.0,1069.54,16.71,3,193878.0,116
albania,soybeans,2008,1485.0,1069.54,16.71,3,20000.0,236
albania,wheat,2008,1485.0,1069.54,16.71,3,40168.0,15
albania,maize,2009,1485.0,1132.5,16.73,3,55693.0,56
albania,potatoes,2009,1485.0,1132.5,16.73,3,219780.0,116
albania,soybeans,2009,1485.0,1132.5,16.73,3,16667.0,236
albania,wheat,2009,1485.0,1132.5,16.73,3,40229.0,15
albania,maize,2010,1485.0,1311.17,16.52,3,66790.0,56
albania,potatoes,2010,1485.0,1311.17,16.52,3,231111.0,116
albania,soybeans,2010,1485.0,1311.17,16.52,3,16667.0,236
albania,wheat,2010,1485.0,1311.17,16.52,3,39905.0,15
albania,maize,2011,1485.0,1302.63,16.45,3,59869.0,56
albania,potatoes,2011,1485.0,1302.63,16.45,3,242211.0,116
albania,soybeans,2011,1485.0,1302.63,16.45,3,18519.0,236
albania,wheat,2011,1485.0,1302.63,16.45,3,42079.020000000004,15
albania,maize,2012,1485.0,766.25,16.7,3,67290.0,56
albania,potatoes,2012,1485.0,766.25,16.7,3,250538.0,116
albania,soybeans,2012,1485.0,766.25,16.7,3,13333.0,236
albania,wheat,2012,1485.0,766.25,16.7,3,41096.0,15
albania,maize,2013,1485.0,982.32,17.41,3,69039.54000000001,56
albania,potatoes,2013,1485.0,982.32,17.41,3,258004.16,116
albania,soybeans,2013,1485.0,982.32,17.41,3,10000.0,236
albania,wheat,2013,1485.0,982.32,17.41,3,41292.0,15
algeria,maize,1990,89.0,1828.92,17.48,4,16500.0,56
algeria,potatoes,1990,89.0,1828.92,17.48,4,81534.42,116
algeria,"rice, paddy",1990,89.0,1828.92,17.48,4,27732.920000000002,27
algeria,sorghum,1990,89.0,1828.92,17.48,4,16571.0,83
algeria,wheat,1990,89.0,1828.92,17.48,4,6685.48,15
algeria,maize,1991,89.0,2461.8,16.26,4,19231.0,56
algeria,potatoes,1991,89.0,2461.8,16.26,4,90747.0,116
algeria,"rice, paddy",1991,89.0,2461.8,16.26,4,26786.0,27
algeria,sorghum,1991,89.0,2461.8,16.26,4,24231.0,83
algeria,wheat,1991,89.0,2461.8,16.26,4,10809.0,15
algeria,maize,1992,89.0,1215.47,16.27,4,22828.0,56
algeria,potatoes,1992,89.0,1215.47,16.27,4,107917.0,116
algeria,"rice, paddy",1992,89.0,1215.47,16.27,4,24733.0,27
algeria,sorghum,1992,89.0,1215.47,16.27,4,40000.0,83
algeria,wheat,1992,89.0,1215.47,16.27,4,9939.0,15
algeria,maize,1993,89.0,1021.89,17.0,4,12500.0,56
algeria,potatoes,1993,89.0,1021.89,17.0,4,111215.0,116
algeria,"rice, paddy",1993,89.0,1021.89,17.0,4,23111.0,27
algeria,sorghum,1993,89.0,1021.89,17.0,4,50000.0,83
algeria,wheat,1993,89.0,1021.89,17.0,4,8097.0,15
algeria,maize,1994,89.0,1255.02,17.88,4,6269.36,56
algeria,potatoes,1994,89.0,1255.02,17.88,4,95078.0,116
algeria,"rice, paddy",1994,89.0,1255.02,17.88,4,21374.0,27
algeria,wheat,1994,89.0,1255.02,17.88,4,7999.0,15
algeria,maize,1995,89.0,2697.09,17.36,4,16115.0,56
algeria,potatoes,1995,89.0,2697.09,17.36,4,136768.0,116
algeria,"rice, paddy",1995,89.0,2697.09,17.36,4,19598.0,27
algeria,sorghum,1995,89.0,2697.09,17.36,4,13104.43,83
algeria,wheat,1995,89.0,2697.09,17.36,4,8924.0,15
algeria,maize,1996,89.0,479.77,16.76,4,17154.0,56
algeria,potatoes,1996,89.0,479.77,16.76,4,134629.0,116
algeria,"rice, paddy",1996,89.0,479.77,16.76,4,17861.0,27
algeria,sorghum,1996,89.0,479.77,16.76,4,14750.0,83
algeria,wheat,1996,89.0,479.77,16.76,4,13090.0,15
algeria,maize,1997,89.0,401.22,17.84,4,21417.0,56
algeria,potatoes,1997,89.0,401.22,17.84,4,141042.0,116
algeria,"rice, paddy",1997,89.0,401.22,17.84,4,15000.0,27
algeria,sorghum,1997,89.0,401.22,17.84,4,40000.0,83
algeria,wheat,1997,89.0,401.22,17.84,4,8016.0,15
algeria,maize,1998,89.0,322.84,17.14,4,17222.0,56
algeria,potatoes,1998,89.0,322.84,17.14,4,160256.0,116
algeria,"rice, paddy",1998,89.0,322.84,17.14,4,15000.0,27
algeria,sorghum,1998,89.0,322.84,17.14,4,24500.0,83
algeria,wheat,1998,89.0,322.84,17.14,4,8847.0,15
algeria,maize,1999,89.0,654.45,17.97,4,22375.0,56
algeria,potatoes,1999,89.0,654.45,17.97,4,153532.0,116
algeria,"rice, paddy",1999,89.0,654.45,17.97,4,13942.0,27
algeria,sorghum,1999,89.0,654.45,17.97,4,27000.0,83
algeria,wheat,1999,89.0,654.45,17.97,4,10711.0,15
algeria,maize,2000,89.0,603.67,17.9,4,36186.0,56
algeria,potatoes,2000,89.0,603.67,17.9,4,166143.0,116
algeria,"rice, paddy",2000,89.0,603.67,17.9,4,13052.0,27
algeria,sorghum,2000,89.0,603.67,17.9,4,69500.0,83
algeria,wheat,2000,89.0,603.67,17.9,4,9194.0,15
algeria,maize,2001,89.0,710.11,18.13,4,27175.0,56
algeria,potatoes,2001,89.0,710.11,18.13,4,147018.0,116
algeria,"rice, paddy",2001,89.0,710.11,18.13,4,12414.1,27
algeria,sorghum,2001,89.0,710.11,18.13,4,27750.0,83
algeria,wheat,2001,89.0,710.11,18.13,4,11104.0,15
algeria,maize,2002,89.0,816.55,17.85,4,33480.0,56
algeria,potatoes,2002,89.0,816.55,17.85,4,183774.0,116
algeria,"rice, paddy",2002,89.0,816.55,17.85,4,12959.0,27
algeria,sorghum,2002,89.0,816.55,17.85,4,33900.0,83
algeria,wheat,2002,89.0,816.55,17.85,4,10739.0,15
algeria,maize,2004,89.0,3747.86,17.38,4,31729.0,56
algeria,potatoes,2004,89.0,3747.86,17.38,4,203585.0,116
algeria,"rice, paddy",2004,89.0,3747.86,17.38,4,12829.0,27
algeria,sorghum,2004,89.0,3747.86,17.38,4,43316.0,83
algeria,wheat,2004,89.0,3747.86,17.38,4,13582.0,15
algeria,maize,2005,89.0,3662.87,17.19,4,33864.0,56
algeria,potatoes,2005,89.0,3662.87,17.19,4,216267.0,116
algeria,"rice, paddy",2005,89.0,3662.87,17.19,4,12998.0,27
algeria,sorghum,2005,89.0,3662.87,17.19,4,33486.0,83
algeria,wheat,2005,89.0,3662.87,17.19,4,15057.0,15
algeria,maize,2006,89.0,4110.72,18.13,4,65668.0,56
algeria,potatoes,2006,89.0,4110.72,18.13,4,220689.0,116
algeria,"rice, paddy",2006,89.0,4110.72,18.13,4,12769.0,27
algeria,sorghum,2006,89.0,4110.72,18.13,4,56728.0,83
algeria,wheat,2006,89.0,4110.72,18.13,4,15068.0,15
algeria,maize,2007,89.0,5390.79,17.42,4,81234.46000000002,56
algeria,potatoes,2007,89.0,5390.79,17.42,4,189927.0,116
algeria,"rice, paddy",2007,89.0,5390.79,17.42,4,13375.0,27
algeria,sorghum,2007,89.0,5390.79,17.42,4,119059.0,83
algeria,wheat,2007,89.0,5390.79,17.42,4,12742.0,15
algeria,maize,2008,89.0,11556.12,17.55,4,44714.0,56
algeria,potatoes,2008,89.0,11556.12,17.55,4,236393.0,116
algeria,"rice, paddy",2008,89.0,11556.12,17.55,4,13952.0,27
algeria,sorghum,2008,89.0,11556.12,17.55,4,61786.0,83
algeria,wheat,2008,89.0,11556.12,17.55,4,11038.0,15
algeria,maize,2009,89.0,3867.99,17.78,4,30914.0,56
algeria,potatoes,2009,89.0,3867.99,17.78,4,250764.0,116
algeria,"rice, paddy",2009,89.0,3867.99,17.78,4,14594.0,27
algeria,sorghum,2009,89.0,3867.99,17.78,4,90465.0,83
algeria,wheat,2009,89.0,3867.99,17.78,4,15975.0,15
algeria,maize,2010,89.0,1295.88,17.59,4,25827.0,56
algeria,potatoes,2010,89.0,1295.88,17.59,4,270526.0,116
algeria,"rice, paddy",2010,89.0,1295.88,17.59,4,15305.0,27
algeria,sorghum,2010,89.0,1295.88,17.59,4,30286.0,83
algeria,wheat,2010,89.0,1295.88,17.59,4,14838.0,15
algeria,maize,2011,89.0,13861.76,17.79,4,23374.0,56
algeria,potatoes,2011,89.0,13861.76,17.79,4,292806.0,116
algeria,"rice, paddy",2011,89.0,13861.76,17.79,4,16081.0,27
algeria,sorghum,2011,89.0,13861.76,17.79,4,100000.0,83
algeria,wheat,2011,89.0,13861.76,17.79,4,17405.0,15
algeria,maize,2012,89.0,17379.76,17.91,4,25583.0,56
algeria,potatoes,2012,89.0,17379.76,17.91,4,304054.94,116
algeria,"rice, paddy",2012,89.0,17379.76,17.91,4,16667.0,27
algeria,sorghum,2012,89.0,17379.76,17.91,4,187742.38999999993,83
algeria,wheat,2012,89.0,17379.76,17.91,4,17639.0,15
algeria,maize,2013,89.0,17278.65,17.65,4,33649.0,56
algeria,potatoes,2013,89.0,17278.65,17.65,4,303218.0,116
algeria,"rice, paddy",2013,89.0,17278.65,17.65,4,17778.0,27
algeria,sorghum,2013,89.0,17278.65,17.65,4,60000.0,83
algeria,wheat,2013,89.0,17278.65,17.65,4,18778.58,15
angola,cassava,1990,1010.0,64.0,24.12,7,41177.0,125
angola,maize,1990,1010.0,64.0,24.12,7,2736.0,56
angola,potatoes,1990,1010.0,64.0,24.12,7,40000.0,116
angola,"rice, paddy",1990,1010.0,64.0,24.12,7,9512.0,27
angola,sweet potatoes,1990,1010.0,64.0,24.12,7,89342.0,122
angola,wheat,1990,1010.0,64.0,24.12,7,7996.1,15
angola,cassava,1991,1010.0,79.0,24.02,7,40489.04,125
angola,maize,1991,1010.0,79.0,24.02,7,4013.0,56
angola,potatoes,1991,1010.0,79.0,24.02,7,40000.0,116
angola,"rice, paddy",1991,1010.0,79.0,24.02,7,10000.0,27
angola,sweet potatoes,1991,1010.0,79.0,24.02,7,83001.0,122
angola,wheat,1991,1010.0,79.0,24.02,7,8000.0,15
angola,cassava,1992,1010.0,23.0,23.959999999999997,7,42295.0,125
angola,maize,1992,1010.0,23.0,23.959999999999997,7,3778.0,56
angola,potatoes,1992,1010.0,23.0,23.959999999999997,7,40000.0,116
angola,"rice, paddy",1992,1010.0,23.0,23.959999999999997,7,9106.0,27
angola,sweet potatoes,1992,1010.0,23.0,23.959999999999997,7,89855.24,122
angola,wheat,1992,1010.0,23.0,23.959999999999997,7,8000.0,15
angola,cassava,1993,1010.0,169.0,24.149999999999995,7,42295.0,125
angola,maize,1993,1010.0,169.0,24.149999999999995,7,2627.0,56
angola,potatoes,1993,1010.0,169.0,24.149999999999995,7,70000.0,116
angola,"rice, paddy",1993,1010.0,169.0,24.149999999999995,7,8000.0,27
angola,sweet potatoes,1993,1010.0,169.0,24.149999999999995,7,88095.0,122
angola,wheat,1993,1010.0,169.0,24.149999999999995,7,8876.0,15
angola,cassava,1994,1010.0,25.5,24.040000000000003,7,58596.0,125
angola,maize,1994,1010.0,25.5,24.040000000000003,7,2499.08,56
angola,potatoes,1994,1010.0,25.5,24.040000000000003,7,89433.5,116
angola,"rice, paddy",1994,1010.0,25.5,24.040000000000003,7,8750.0,27
angola,sweet potatoes,1994,1010.0,25.5,24.040000000000003,7,83192.0,122
angola,wheat,1994,1010.0,25.5,24.040000000000003,7,10000.0,15
angola,cassava,1995,1010.0,336.0,24.56,7,51000.0,125
angola,maize,1995,1010.0,336.0,24.56,7,3517.0,56
angola,potatoes,1995,1010.0,336.0,24.56,7,76738.0,116
angola,"rice, paddy",1995,1010.0,336.0,24.56,7,14615.0,27
angola,sweet potatoes,1995,1010.0,336.0,24.56,7,81138.0,122
angola,wheat,1995,1010.0,336.0,24.56,7,11855.0,15
angola,cassava,1996,1010.0,40.0,24.11,7,48077.0,125
angola,maize,1996,1010.0,40.0,24.11,7,6993.0,56
angola,potatoes,1996,1010.0,40.0,24.11,7,70000.0,116
angola,"rice, paddy",1996,1010.0,40.0,24.11,7,17500.0,27
angola,sweet potatoes,1996,1010.0,40.0,24.11,7,85455.0,122
angola,wheat,1996,1010.0,40.0,24.11,7,13738.0,15
angola,cassava,1997,1010.0,40.0,24.06,7,44205.0,125
angola,maize,1997,1010.0,40.0,24.06,7,5959.0,56
angola,potatoes,1997,1010.0,40.0,24.06,7,68571.0,116
angola,"rice, paddy",1997,1010.0,40.0,24.06,7,20000.0,27
angola,sweet potatoes,1997,1010.0,40.0,24.06,7,78098.0,122
angola,wheat,1997,1010.0,40.0,24.06,7,15509.0,15
angola,cassava,1998,1010.0,40.0,24.959999999999997,7,55728.0,125
angola,maize,1998,1010.0,40.0,24.959999999999997,7,7396.0,56
angola,potatoes,1998,1010.0,40.0,24.959999999999997,7,62724.0,116
angola,"rice, paddy",1998,1010.0,40.0,24.959999999999997,7,20000.0,27
angola,sweet potatoes,1998,1010.0,40.0,24.959999999999997,7,76256.0,122
angola,wheat,1998,1010.0,40.0,24.959999999999997,7,17143.0,15
angola,cassava,1999,1010.0,40.0,24.37,7,59821.0,125
angola,maize,1999,1010.0,40.0,24.37,7,6361.0,56
angola,potatoes,1999,1010.0,40.0,24.37,7,54597.0,116
angola,"rice, paddy",1999,1010.0,40.0,24.37,7,14235.0,27
angola,sweet potatoes,1999,1010.0,40.0,24.37,7,82865.0,122
angola,wheat,1999,1010.0,40.0,24.37,7,17336.44,15
angola,cassava,2000,1010.0,40.0,24.41,7,82992.0,125
angola,maize,2000,1010.0,40.0,24.41,7,5745.0,56
angola,potatoes,2000,1010.0,40.0,24.41,7,29885.0,116
angola,"rice, paddy",2000,1010.0,40.0,24.41,7,13454.0,27
angola,sorghum,2000,1010.0,40.0,24.41,7,3333.0,83
angola,soybeans,2000,1010.0,40.0,24.41,7,2333.0,236
angola,sweet potatoes,2000,1010.0,40.0,24.41,7,36533.44,122
angola,wheat,2000,1010.0,40.0,24.41,7,17023.0,15
angola,cassava,2001,1010.0,40.0,24.43,7,94072.0,125
angola,maize,2001,1010.0,40.0,24.43,7,5754.0,56
angola,potatoes,2001,1010.0,40.0,24.43,7,42552.0,116
angola,"rice, paddy",2001,1010.0,40.0,24.43,7,13701.0,27
angola,sorghum,2001,1010.0,40.0,24.43,7,3571.0,83
angola,soybeans,2001,1010.0,40.0,24.43,7,2500.0,236
angola,sweet potatoes,2001,1010.0,40.0,24.43,7,44458.0,122
angola,wheat,2001,1010.0,40.0,24.43,7,16667.0,15
angola,cassava,2002,1010.0,40.0,24.79,7,110071.0,125
angola,maize,2002,1010.0,40.0,24.79,7,6706.0,56
angola,potatoes,2002,1010.0,40.0,24.79,7,42754.0,116
angola,"rice, paddy",2002,1010.0,40.0,24.79,7,13198.0,27
angola,sorghum,2002,1010.0,40.0,24.79,7,3400.0,83
angola,soybeans,2002,1010.0,40.0,24.79,7,2857.0,236
angola,sweet potatoes,2002,1010.0,40.0,24.79,7,42190.0,122
angola,wheat,2002,1010.0,40.0,24.79,7,15455.0,15
angola,cassava,2004,1010.0,40.0,24.22,7,125605.0,125
angola,maize,2004,1010.0,40.0,24.22,7,5404.0,56
angola,potatoes,2004,1010.0,40.0,24.22,7,20919.12,116
angola,"rice, paddy",2004,1010.0,40.0,24.22,7,11584.0,27
angola,sorghum,2004,1010.0,40.0,24.22,7,3333.0,83
angola,soybeans,2004,1010.0,40.0,24.22,7,3600.0,236
angola,sweet potatoes,2004,1010.0,40.0,24.22,7,45360.0,122
angola,wheat,2004,1010.0,40.0,24.22,7,12442.0,15
angola,cassava,2005,1010.0,40.0,24.41,7,117628.0,125
angola,maize,2005,1010.0,40.0,24.41,7,6736.0,56
angola,potatoes,2005,1010.0,40.0,24.41,7,23646.0,116
angola,"rice, paddy",2005,1010.0,40.0,24.41,7,6977.0,27
angola,sorghum,2005,1010.0,40.0,24.41,7,3333.0,83
angola,soybeans,2005,1010.0,40.0,24.41,7,3793.0,236
angola,sweet potatoes,2005,1010.0,40.0,24.41,7,46159.0,122
angola,wheat,2005,1010.0,40.0,24.41,7,10946.0,15
angola,cassava,2006,1010.0,40.0,24.14,7,117201.0,125
angola,maize,2006,1010.0,40.0,24.14,7,4687.0,56
angola,potatoes,2006,1010.0,40.0,24.14,7,52148.0,116
angola,"rice, paddy",2006,1010.0,40.0,24.14,7,4977.14,27
angola,sorghum,2006,1010.0,40.0,24.14,7,4083.7999999999997,83
angola,soybeans,2006,1010.0,40.0,24.14,7,4286.0,236
angola,sweet potatoes,2006,1010.0,40.0,24.14,7,44240.0,122
angola,wheat,2006,1010.0,40.0,24.14,7,10000.0,15
angola,cassava,2007,1010.0,40.0,24.24,7,115387.0,125
angola,maize,2007,1010.0,40.0,24.24,7,5091.0,56
angola,potatoes,2007,1010.0,40.0,24.24,7,62138.0,116
angola,"rice, paddy",2007,1010.0,40.0,24.24,7,5143.0,27
angola,sorghum,2007,1010.0,40.0,24.24,7,4031.0,83
angola,soybeans,2007,1010.0,40.0,24.24,7,6883.0,236
angola,sweet potatoes,2007,1010.0,40.0,24.24,7,58855.0,122
angola,wheat,2007,1010.0,40.0,24.24,7,10000.0,15
angola,cassava,2008,1010.0,40.0,24.27,7,148084.0,125
angola,maize,2008,1010.0,40.0,24.27,7,7946.0,56
angola,potatoes,2008,1010.0,40.0,24.27,7,85085.0,116
angola,"rice, paddy",2008,1010.0,40.0,24.27,7,5084.0,27
angola,sorghum,2008,1010.0,40.0,24.27,7,937.28,83
angola,soybeans,2008,1010.0,40.0,24.27,7,8371.96,236
angola,sweet potatoes,2008,1010.0,40.0,24.27,7,65437.0,122
angola,wheat,2008,1010.0,40.0,24.27,7,10000.0,15
angola,cassava,2009,1010.0,40.0,24.33,7,151759.0,125
angola,maize,2009,1010.0,40.0,24.33,7,6614.0,56
angola,potatoes,2009,1010.0,40.0,24.33,7,86509.0,116
angola,"rice, paddy",2009,1010.0,40.0,24.33,7,6028.0,27
angola,sorghum,2009,1010.0,40.0,24.33,7,2480.0,83
angola,soybeans,2009,1010.0,40.0,24.33,7,4449.0,236
angola,sweet potatoes,2009,1010.0,40.0,24.33,7,66475.0,122
angola,wheat,2009,1010.0,40.0,24.33,7,10000.0,15
angola,cassava,2010,1010.0,40.0,24.44,7,154896.94,125
angola,maize,2010,1010.0,40.0,24.44,7,7200.0,56
angola,potatoes,2010,1010.0,40.0,24.44,7,87425.0,116
angola,"rice, paddy",2010,1010.0,40.0,24.44,7,7403.0,27
angola,sorghum,2010,1010.0,40.0,24.44,7,2814.0,83
angola,soybeans,2010,1010.0,40.0,24.44,7,4446.0,236
angola,sweet potatoes,2010,1010.0,40.0,24.44,7,63001.0,122
angola,wheat,2010,1010.0,40.0,24.44,7,10526.0,15
angola,cassava,2011,1010.0,40.0,24.15,7,133649.0,125
angola,maize,2011,1010.0,40.0,24.15,7,7376.0,56
angola,potatoes,2011,1010.0,40.0,24.15,7,81366.0,116
angola,"rice, paddy",2011,1010.0,40.0,24.15,7,8914.0,27
angola,sorghum,2011,1010.0,40.0,24.15,7,3320.0,83
angola,soybeans,2011,1010.0,40.0,24.15,7,5294.0,236
angola,sweet potatoes,2011,1010.0,40.0,24.15,7,65512.0,122
angola,wheat,2011,1010.0,40.0,24.15,7,10959.0,15
angola,cassava,2012,1010.0,40.0,24.24,7,100073.0,125
angola,maize,2012,1010.0,40.0,24.24,7,7770.0,56
angola,potatoes,2012,1010.0,40.0,24.24,7,69381.0,116
angola,"rice, paddy",2012,1010.0,40.0,24.24,7,7703.0,27
angola,sorghum,2012,1010.0,40.0,24.24,7,998.0,83
angola,soybeans,2012,1010.0,40.0,24.24,7,1724.04,236
angola,sweet potatoes,2012,1010.0,40.0,24.24,7,52954.0,122
angola,wheat,2012,1010.0,40.0,24.24,7,11258.0,15
angola,cassava,2013,1010.0,40.0,24.55,7,140517.0,125
angola,maize,2013,1010.0,40.0,24.55,7,9132.380000000001,56
angola,potatoes,2013,1010.0,40.0,24.55,7,63303.0,116
angola,"rice, paddy",2013,1010.0,40.0,24.55,7,12744.0,27
angola,sorghum,2013,1010.0,40.0,24.55,7,2415.0,83
angola,soybeans,2013,1010.0,40.0,24.55,7,4405.0,236
angola,sweet potatoes,2013,1010.0,40.0,24.55,7,73409.0,122
angola,wheat,2013,1010.0,40.0,24.55,7,9022.0,15
argentina,cassava,1990,591.0,26156.0,17.565,9,100000.0,125
argentina,cassava,1990,591.0,26156.0,17.565,9,100000.0,125
argentina,maize,1990,591.0,26156.0,17.565,9,34608.0,56
argentina,maize,1990,591.0,26156.0,17.565,9,34608.0,56
argentina,potatoes,1990,591.0,26156.0,17.565,9,202747.0,116
argentina,potatoes,1990,591.0,26156.0,17.565,9,202747.0,116
argentina,"rice, paddy",1990,591.0,26156.0,17.565,9,36709.0,27
argentina,"rice, paddy",1990,591.0,26156.0,17.565,9,36709.0,27
argentina,sorghum,1990,591.0,26156.0,17.565,9,28116.0,83
argentina,sorghum,1990,591.0,26156.0,17.565,9,28116.0,83
argentina,soybeans,1990,591.0,26156.0,17.565,9,21566.0,236
argentina,soybeans,1990,591.0,26156.0,17.565,9,21566.0,236
argentina,sweet potatoes,1990,591.0,26156.0,17.565,9,131864.0,122
argentina,sweet potatoes,1990,591.0,26156.0,17.565,9,131864.0,122
argentina,wheat,1990,591.0,26156.0,17.565,9,18947.0,15
argentina,wheat,1990,591.0,26156.0,17.565,9,18947.0,15
argentina,cassava,1991,591.0,26156.0,17.75,9,100000.0,125
argentina,cassava,1991,591.0,26156.0,17.75,9,100000.0,125
argentina,maize,1991,591.0,26156.0,17.75,9,40444.0,56
argentina,maize,1991,591.0,26156.0,17.75,9,40444.0,56
argentina,potatoes,1991,591.0,26156.0,17.75,9,205692.0,116
argentina,potatoes,1991,591.0,26156.0,17.75,9,205692.0,116
argentina,"rice, paddy",1991,591.0,26156.0,17.75,9,40294.0,27
argentina,"rice, paddy",1991,591.0,26156.0,17.75,9,40294.0,27
argentina,sorghum,1991,591.0,26156.0,17.75,9,33320.0,83
argentina,sorghum,1991,591.0,26156.0,17.75,9,33320.0,83
argentina,soybeans,1991,591.0,26156.0,17.75,9,22750.0,236
argentina,soybeans,1991,591.0,26156.0,17.75,9,22750.0,236
argentina,sweet potatoes,1991,591.0,26156.0,17.75,9,131364.0,122
argentina,sweet potatoes,1991,591.0,26156.0,17.75,9,131364.0,122
argentina,wheat,1991,591.0,26156.0,17.75,9,18972.0,15
argentina,wheat,1991,591.0,26156.0,17.75,9,18972.0,15
argentina,cassava,1992,591.0,26156.0,17.3,9,100000.0,125
argentina,cassava,1992,591.0,26156.0,17.3,9,100000.0,125
argentina,maize,1992,591.0,26156.0,17.3,9,45237.0,56
argentina,maize,1992,591.0,26156.0,17.3,9,45237.0,56
